mapped_id,original_id,Name (existing or suggested),Major group,Species,Major taxon for the purposes of this study
BES,sp|A7X4S7|3SX5_OXYMI Toxin 3FTxOxy5 OS=Oxyuranus microlepidotus OX=111177 PE=3 SV=1,Toxin 3FTxOxy5 ,3FTx,Oxyuranus microlepidotus ,Elapidae
BET,sp|A8HDK2|3SX3_OXYSC Short neurotoxin 3 OS=Oxyuranus scutellatus scutellatus OX=8667 PE=3 SV=1,Short neurotoxin 3 ,3FTx,Oxyuranus scutellatus scutellatus ,Elapidae
BEU,sp|Q4VRI0|3SXS_OXYSC Scutelatoxin OS=Oxyuranus scutellatus scutellatus OX=8667 PE=3 SV=1,Scutelatoxin ,3FTx,Oxyuranus scutellatus scutellatus ,Elapidae
BEV,sp|Q9W7J7|3S36_PSETE Short neurotoxin 6 OS=Pseudonaja textilis OX=8673 PE=1 SV=1,Short neurotoxin 6 ,3FTx,Pseudonaja textilis ,Elapidae
BEW,sp|Q9W7J6|3S37_PSETE Short neurotoxin 7 OS=Pseudonaja textilis OX=8673 PE=1 SV=1,Short neurotoxin 7 ,3FTx,Pseudonaja textilis ,Elapidae
BEX,sp|Q9W7K2|3S31_PSETE Short neurotoxin 1/5 OS=Pseudonaja textilis OX=8673 PE=3 SV=1,Short neurotoxin 1/5 ,3FTx,Pseudonaja textilis ,Elapidae
BEY,sp|Q9W7J9|3S34_PSETE Short neurotoxin 4 OS=Pseudonaja textilis OX=8673 PE=3 SV=1,Short neurotoxin 4 ,3FTx,Pseudonaja textilis ,Elapidae
BEZ,"Povi_11 Pogona vitticeps unplaced genomic scaffold, pvi1.1.0 contig9221, whole genome shotgun sequence",-,Ly-6,Pogona vitticeps,Agamidae
BFA,sp|A8HDK1|3S38_PSETE Short neurotoxin 8 OS=Pseudonaja textilis OX=8673 PE=3 SV=1,Short neurotoxin 8 ,3FTx,Pseudonaja textilis ,Elapidae
BFB,sp|Q9W7K1|3S32_PSETE Short neurotoxin 2 OS=Pseudonaja textilis OX=8673 PE=1 SV=1,Short neurotoxin 2 ,3FTx,Pseudonaja textilis ,Elapidae
BFC,sp|Q9W7K0|3S33_PSETE Short neurotoxin 3 OS=Pseudonaja textilis OX=8673 PE=1 SV=1,Short neurotoxin 3 ,3FTx,Pseudonaja textilis ,Elapidae
BFD,sp|Q2VBN0|3SIM8_OPHHA Muscarinic toxin 38 OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Muscarinic toxin 38 ,3FTx,Ophiophagus hannah ,Elapidae
BFE,sp|Q2VBN1|3SIM6_OPHHA Muscarinic toxin MTX6 OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Muscarinic toxin MTX6 ,3FTx,Ophiophagus hannah ,Elapidae
BFF,sp|A2CKF6|3NO28_BUNFA Neurotoxin 3FTx8a OS=Bungarus fasciatus OX=8613 PE=1 SV=1,Neurotoxin 3FTx8a ,3FTx,Bungarus fasciatus ,Elapidae
BFG,sp|Q8AY49|3NO23_BUNCA Weak toxin 3 OS=Bungarus candidus OX=92438 PE=3 SV=1,Weak toxin 3 ,3FTx,Bungarus candidus ,Elapidae
BFH,sp|Q8AY50|3NO22_BUNCA Weak toxin 2 OS=Bungarus candidus OX=92438 PE=3 SV=1,Weak toxin 2 ,3FTx,Bungarus candidus ,Elapidae
BFI,sp|Q8AY51|3NO21_BUNCA Weak toxin 1 OS=Bungarus candidus OX=92438 PE=1 SV=1,Weak toxin 1 ,3FTx,Bungarus candidus ,Elapidae
BFJ,sp|P82935|3NO2_NAJKA Tryptophancontaining weak neurotoxin OS=Naja kaouthia OX=8649 PE=1 SV=2,Tryptophancontaining weak neurotoxin ,3FTx,Naja kaouthia ,Elapidae
BFK,"Anca_10 Anolis carolinensis unplaced genomic scaffold, AnoCar2.0 chrUn0030, whole genome shotgun sequence",-,Ly-6,Anolis carolinensis,Dactyloidae
BFL,sp|Q9YGI4|3NO22_NAJAT Probable weak neurotoxin NNAM2 OS=Naja atra OX=8656 PE=1 SV=1,Probable weak neurotoxin NNAM2 ,3FTx,Naja atra ,Elapidae
BFM,sp|P60814|3NO2I_NAJAT Probable weak neurotoxin NNAM2I OS=Naja atra OX=8656 PE=3 SV=1,Probable weak neurotoxin NNAM2I ,3FTx,Naja atra ,Elapidae
BFN,sp|P25679|3NO29_NAJKA Weak toxin CM9a OS=Naja kaouthia OX=8649 PE=1 SV=2,Weak toxin CM9a ,3FTx,Naja kaouthia ,Elapidae
BFO,sp|Q9W7I3|3NO29_NAJSP Weak neurotoxin 9 OS=Naja sputatrix OX=33626 PE=3 SV=1,Weak neurotoxin 9 ,3FTx,Naja sputatrix ,Elapidae
BFP,sp|Q802B3|3NO28_NAJSP Weak neurotoxin 8 OS=Naja sputatrix OX=33626 PE=3 SV=2,Weak neurotoxin 8 ,3FTx,Naja sputatrix ,Elapidae
BFQ,sp|O42255|3NO25_NAJSP Weak neurotoxin 5 OS=Naja sputatrix OX=33626 PE=3 SV=1,Weak neurotoxin 5 ,3FTx,Naja sputatrix ,Elapidae
BFR,sp|O42256|3NO26_NAJSP Weak neurotoxin 6 OS=Naja sputatrix OX=33626 PE=3 SV=1,Weak neurotoxin 6 ,3FTx,Naja sputatrix ,Elapidae
BFS,sp|Q2VBN2|3NO24_OPHHA Weak neurotoxin WNTX34 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Weak neurotoxin WNTX34 ,3FTx,Ophiophagus hannah ,Elapidae
BFT,sp|Q802B2|3NO2A_NAJSP Weak neurotoxin 10 OS=Naja sputatrix OX=33626 GN=WNTX10 PE=3 SV=1,Weak neurotoxin 10 ,3FTx,Naja sputatrix ,Elapidae
BFU,sp|P29181|3NO27_NAJNA Weak neurotoxin 7 OS=Naja naja OX=35670 PE=1 SV=1,Weak neurotoxin 7 ,3FTx,Naja naja ,Elapidae
BFV,"Vako9 Varanus komodoensis strain SLA01 unplaced genomic scaffold, ASM479886v1 scaffold78, whole genome shotgun sequence",-,Ly-6,Varanus komodoensis,Anguimorpha
BFW,sp|P29182|3NO28_NAJNA Weak neurotoxin 8 OS=Naja naja OX=35670 PE=1 SV=1,Weak neurotoxin 8 ,3FTx,Naja naja ,Elapidae
BFX,sp|P29179|3NO25_NAJNA Weak neurotoxin 5 OS=Naja naja OX=35670 PE=1 SV=1,Weak neurotoxin 5 ,3FTx,Naja naja ,Elapidae
BFY,sp|P25680|3NO2A_NAJNI Weak toxin CM10 OS=Naja nivea OX=8655 PE=1 SV=1,Weak toxin CM10 ,3FTx,Naja nivea ,Elapidae
BFZ,sp|P01399|3NO2D_NAJHA Weak toxin CM13b OS=Naja annulifera OX=96794 PE=1 SV=1,Weak toxin CM13b ,3FTx,Naja annulifera ,Elapidae
BGA,sp|A2CKF7|3NO2_BUNFA Neurotoxin 3FTxLT OS=Bungarus fasciatus OX=8613 PE=1 SV=1,Neurotoxin 3FTxLT ,3FTx,Bungarus fasciatus ,Elapidae
BGB,sp|C1IC49|3NO25_WALAE Three finger toxin WV OS=Walterinnesia aegyptia OX=64182 PE=1 SV=1,Three finger toxin WV ,3FTx,Walterinnesia aegyptia ,Elapidae
BGC,sp|Q9YGI1|3NO23_NAJAT Probable weak neurotoxin NNAM3 OS=Naja atra OX=8656 PE=3 SV=1,Probable weak neurotoxin NNAM3 ,3FTx,Naja atra ,Elapidae
BGD,sp|P01401|3NO2B_NAJHH Weak toxin CM11 OS=Naja haje haje OX=8642 PE=1 SV=1,Weak toxin CM11 ,3FTx,Naja haje haje ,Elapidae
BGE,sp|P01400|3NO2B_NAJME Weak toxin S4C11 OS=Naja melanoleuca OX=8643 PE=1 SV=1,Weak toxin S4C11 ,3FTx,Naja melanoleuca ,Elapidae
BGF,sp|P85520|3NO2_NAJOX Oxiana weak toxin OS=Naja oxiana OX=8657 PE=1 SV=2,Oxiana weak toxin ,3FTx,Naja oxiana ,Elapidae
BGG,"Anca_9 Anolis carolinensis unplaced genomic scaffold, AnoCar2.0 chrUn0030, whole genome shotgun sequence",-,Ly-6,Anolis carolinensis,Dactyloidae
BGH,sp|P29180|3NO26_NAJNA Weak neurotoxin 6 OS=Naja naja OX=35670 PE=1 SV=1,Weak neurotoxin 6 ,3FTx,Naja naja ,Elapidae
BGI,sp|O93422|3NO2H_NAJAT Long neurotoxin homolog OS=Naja atra OX=8656 PE=3 SV=1,Long neurotoxin homolog ,3FTx,Naja atra ,Elapidae
BGJ,sp|P0DSM9|3NO2N_NAJKA Weak toxin NWT OS=Naja kaouthia OX=8649 PE=1 SV=1,Weak toxin NWT ,3FTx,Naja kaouthia ,Elapidae
BGK,sp|P14612|3L2H_PSEAU Long neurotoxin homolog Pa ID OS=Pseudechis australis OX=8670 PE=1 SV=2,Long neurotoxin homolog Pa ID ,3FTx,Pseudechis australis ,Elapidae
BGL,sp|P01379|3L21_LATSE AlphaelapitoxinLs2a OS=Laticauda semifasciata OX=8631 PE=1 SV=2,AlphaelapitoxinLs2a ,3FTx,Laticauda semifasciata ,Elapidae
BGM,sp|P0C8R6|3L21_LATCO AlphaelapitoxinLc2c OS=Laticauda colubrina OX=8628 PE=1 SV=1,AlphaelapitoxinLc2c ,3FTx,Laticauda colubrina ,Elapidae
BGN,sp|P0C8R7|3L2A_LATCO Toxin Lc a OS=Laticauda colubrina OX=8628 PE=1 SV=1,Toxin Lc a ,3FTx,Laticauda colubrina ,Elapidae
BGO,sp|P0C8R8|3L2B_LATCO Toxin Lc b OS=Laticauda colubrina OX=8628 PE=1 SV=1,Toxin Lc b ,3FTx,Laticauda colubrina ,Elapidae
BGP,sp|Q53B56|3L257_OPHHA Long neurotoxin OH57 OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Long neurotoxin OH57 ,3FTx,Ophiophagus hannah ,Elapidae
BGQ,sp|P25670|3L21_ASPSC Long neurotoxin 1 OS=Aspidelaps scutatus OX=8607 PE=1 SV=1,Long neurotoxin 1 ,3FTx,Aspidelaps scutatus ,Elapidae
BGR,"Povi_10 Pogona vitticeps unplaced genomic scaffold, pvi1.1.0 contig9221, whole genome shotgun sequence",-,Ly-6,Pogona vitticeps,Agamidae
BGS,sp|Q2VBP4|3L228_OPHHA Long neurotoxin LNTX28 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Long neurotoxin LNTX28 ,3FTx,Ophiophagus hannah ,Elapidae
BGT,sp|P82662|3L26_OPHHA AlphaelapitoxinOh2b OS=Ophiophagus hannah OX=8665 PE=1 SV=2,AlphaelapitoxinOh2b ,3FTx,Ophiophagus hannah ,Elapidae
BGU,sp|Q53B59|3L237_OPHHA Long neurotoxin OH37 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Long neurotoxin OH37 ,3FTx,Ophiophagus hannah ,Elapidae
BGV,sp|A8HDK6|3L21_PSETE Long neurotoxin 1 OS=Pseudonaja textilis OX=8673 PE=3 SV=1,Long neurotoxin 1 ,3FTx,Pseudonaja textilis ,Elapidae
BGW,sp|Q8UW29|3L21_HYDHA Long neurotoxin 1 OS=Hydrophis hardwickii OX=8781 PE=3 SV=1,Long neurotoxin 1 ,3FTx,Hydrophis hardwickii ,Elapidae
BGX,sp|A3FM53|3L22_HYDHA Long neurotoxin 2 OS=Hydrophis hardwickii OX=8781 PE=3 SV=1,Long neurotoxin 2 ,3FTx,Hydrophis hardwickii ,Elapidae
BGY,sp|Q8UW28|3L23_HYDHA AlphaelapitoxinLh2a OS=Hydrophis hardwickii OX=8781 PE=3 SV=1,AlphaelapitoxinLh2a ,3FTx,Hydrophis hardwickii ,Elapidae
BGZ,sp|P01380|3L21_HYDST AlphaelapitoxinAst2a OS=Hydrophis stokesii OX=355677 PE=1 SV=1,AlphaelapitoxinAst2a ,3FTx,Hydrophis stokesii ,Elapidae
BHA,sp|P01381|3L22_HYDST AlphaelapitoxinAst2b OS=Hydrophis stokesii OX=355677 PE=1 SV=1,AlphaelapitoxinAst2b ,3FTx,Hydrophis stokesii ,Elapidae
BHB,sp|Q53B55|3L231_OPHHA Long neurotoxinlike OH31 OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Long neurotoxinlike OH31 ,3FTx,Ophiophagus hannah ,Elapidae
BHC,"Alsi_8 Alligator sinensis unplaced genomic scaffold, ASM45574v1 scaffold1054_1, whole genome shotgun sequence",-,Ly-6,Alligator sinensis,Crocodilia
BHD,sp|P25667|3L23_DENPO AlphaelapitoxinDpp2b OS=Dendroaspis polylepis polylepis OX=8620 PE=1 SV=1,AlphaelapitoxinDpp2b ,3FTx,Dendroaspis polylepis polylepis ,Elapidae
BHE,sp|P01397|3L22_DENPO AlphaelapitoxinDpp2c OS=Dendroaspis polylepis polylepis OX=8620 PE=1 SV=2,AlphaelapitoxinDpp2c ,3FTx,Dendroaspis polylepis polylepis ,Elapidae
BHF,sp|C0HJD7|3L24_DENPO AlphaelapitoxinDpp2d OS=Dendroaspis polylepis polylepis OX=8620 PE=1 SV=1,AlphaelapitoxinDpp2d ,3FTx,Dendroaspis polylepis polylepis ,Elapidae
BHG,sp|P01396|3L21_DENPO AlphaelapitoxinDpp2a OS=Dendroaspis polylepis polylepis OX=8620 PE=1 SV=1,AlphaelapitoxinDpp2a ,3FTx,Dendroaspis polylepis polylepis ,Elapidae
BHH,sp|P01393|3L21_DENJA AlphaelapitoxinDjk2a OS=Dendroaspis jamesoni kaimosae OX=8619 PE=1 SV=1,AlphaelapitoxinDjk2a ,3FTx,Dendroaspis jamesoni kaimosae ,Elapidae
BHI,sp|P01394|3L21_DENVI AlphaelapitoxinDv2b OS=Dendroaspis viridis OX=8621 PE=1 SV=1,AlphaelapitoxinDv2b ,3FTx,Dendroaspis viridis ,Elapidae
BHJ,sp|P01395|3L22_DENVI AlphaelapitoxinDv2a OS=Dendroaspis viridis OX=8621 PE=1 SV=1,AlphaelapitoxinDv2a ,3FTx,Dendroaspis viridis ,Elapidae
BHK,sp|Q9W7J5|3L2P_PSETE Pseudonajatoxin b homolog OS=Pseudonaja textilis OX=8673 PE=1 SV=1,Pseudonajatoxin b homolog ,3FTx,Pseudonaja textilis ,Elapidae
BHL,sp|P13495|3L2B_PSETE Pseudonajatoxin b OS=Pseudonaja textilis OX=8673 PE=1 SV=1,Pseudonajatoxin b ,3FTx,Pseudonaja textilis ,Elapidae
BHM,sp|A7X4R0|3L2O2_OXYMI Long neurotoxin 3FTxOxy2 OS=Oxyuranus microlepidotus OX=111177 PE=3 SV=1,Long neurotoxin 3FTxOxy2 ,3FTx,Oxyuranus microlepidotus ,Elapidae
BHN,"Gaga_7 Gallus gallus isolate RJF #256 breed Red Jungle fowl, inbred line UCD001 chromosome 2, Gallus_gallus5.0, whole genome shotgun sequence",-,Ly-6,Gallus gallus,Galliformes
BHO,sp|A8HDK9|3L21_OXYSC Long neurotoxin 1 OS=Oxyuranus scutellatus scutellatus OX=8667 PE=3 SV=1,Long neurotoxin 1 ,3FTx,Oxyuranus scutellatus scutellatus ,Elapidae
BHP,sp|A8HDK7|3L21_OXYMI Long neurotoxin 1 OS=Oxyuranus microlepidotus OX=111177 PE=3 SV=1,Long neurotoxin 1 ,3FTx,Oxyuranus microlepidotus ,Elapidae
BHQ,sp|A7X4Q3|3L2O1_OXYMI Long neurotoxin 3FTxOxy1 OS=Oxyuranus microlepidotus OX=111177 PE=3 SV=1,Long neurotoxin 3FTxOxy1 ,3FTx,Oxyuranus microlepidotus ,Elapidae
BHR,sp|A8HDK8|3L22_OXYMI Long neurotoxin 2 OS=Oxyuranus microlepidotus OX=111177 PE=3 SV=1,Long neurotoxin 2 ,3FTx,Oxyuranus microlepidotus ,Elapidae
BHS,sp|O42257|3L27_NAJSP Long neurotoxin 7 OS=Naja sputatrix OX=33626 PE=1 SV=1,Long neurotoxin 7 ,3FTx,Naja sputatrix ,Elapidae
BHT,sp|P25672|3L24_NAJNA Long neurotoxin 4 OS=Naja naja OX=35670 PE=1 SV=1,Long neurotoxin 4 ,3FTx,Naja naja ,Elapidae
BHU,sp|P25673|3L25_NAJNA Long neurotoxin 5 OS=Naja naja OX=35670 PE=1 SV=1,Long neurotoxin 5 ,3FTx,Naja naja ,Elapidae
BHV,sp|P25668|3L21_NAJNA Long neurotoxin 1 OS=Naja naja OX=35670 PE=1 SV=1,Long neurotoxin 1 ,3FTx,Naja naja ,Elapidae
BHW,sp|P25669|3L22_NAJNA Long neurotoxin 2 OS=Naja naja OX=35670 PE=1 SV=1,Long neurotoxin 2 ,3FTx,Naja naja ,Elapidae
BHX,sp|P25671|3L23_NAJNA Long neurotoxin 3 OS=Naja naja OX=35670 PE=1 SV=1,Long neurotoxin 3 ,3FTx,Naja naja ,Elapidae
BHY,"Gaga_6 Gallus gallus isolate RJF #256 breed Red Jungle fowl, inbred line UCD001 chromosome 2, Gallus_gallus5.0, whole genome shotgun sequence",-,Ly-6,Gallus gallus,Galliformes
BHZ,sp|P01388|3L22_NAJME Long neurotoxin 2 OS=Naja melanoleuca OX=8643 PE=1 SV=1,Long neurotoxin 2 ,3FTx,Naja melanoleuca ,Elapidae
BIA,sp|P0DQQ2|3L24_NAJME Long neurotoxin TxNM31 OS=Naja melanoleuca OX=8643 PE=1 SV=1,Long neurotoxin TxNM31 ,3FTx,Naja melanoleuca ,Elapidae
BIB,sp|P34074|3L221_NAJAN Long neurotoxin 1 OS=Naja annulata annulata OX=8610 PE=1 SV=2,Long neurotoxin 1 ,3FTx,Naja annulata annulata ,Elapidae
BIC,sp|P01389|3L21_NAJAC Long neurotoxin 1 OS=Naja anchietae OX=263737 PE=1 SV=1,Long neurotoxin 1 ,3FTx,Naja anchietae ,Elapidae
BID,sp|P01390|3L21_NAJNI Long neurotoxin 1 OS=Naja nivea OX=8655 PE=1 SV=1,Long neurotoxin 1 ,3FTx,Naja nivea ,Elapidae
BIE,sp|P25674|3L21_NAJHH Long neurotoxin 1 OS=Naja haje haje OX=8642 PE=1 SV=1,Long neurotoxin 1 ,3FTx,Naja haje haje ,Elapidae
BIF,sp|P07526|3L23_OPHHA Long neurotoxin 3 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Long neurotoxin 3 ,3FTx,Ophiophagus hannah ,Elapidae
BIG,sp|Q53B58|3L255_OPHHA Long neurotoxin OH55 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Long neurotoxin OH55 ,3FTx,Ophiophagus hannah ,Elapidae
BIH,sp|P01387|3L21_OPHHA Long neurotoxin 1 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Long neurotoxin 1 ,3FTx,Ophiophagus hannah ,Elapidae
BII,sp|Q53B57|3L256_OPHHA Long neurotoxin OH56 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Long neurotoxin OH56 ,3FTx,Ophiophagus hannah ,Elapidae
BIJ,"Hosa_15 Homo sapiens chromosome 8, GRCh38.p12 Primary Assembly",GPIHBP1 (glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1),Ly-6,Homo sapiens,Placentalia
BIK,"Alsi_7 Alligator sinensis unplaced genomic scaffold, ASM45574v1 scaffold1054_1, whole genome shotgun sequence",-,Ly-6,Alligator sinensis,Crocodilia
BIL,sp|P01386|3L22_OPHHA Long neurotoxin 2 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Long neurotoxin 2 ,3FTx,Ophiophagus hannah ,Elapidae
BIM,sp|A8N285|3L22H_OPHHA Long neurotoxin LNTX2 homolog OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Long neurotoxin LNTX2 homolog ,3FTx,Ophiophagus hannah ,Elapidae
BIN,sp|Q2VBP5|3L222_OPHHA Long neurotoxin LNTX22 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Long neurotoxin LNTX22 ,3FTx,Ophiophagus hannah ,Elapidae
BIO,sp|Q53B54|3L217_OPHHA Long neurotoxin OH17 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Long neurotoxin OH17 ,3FTx,Ophiophagus hannah ,Elapidae
BIP,sp|P80965|3L25_OPHHA Long neurotoxin OH5 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Long neurotoxin OH5 ,3FTx,Ophiophagus hannah ,Elapidae
BIQ,sp|P80156|3L24_OPHHA Long neurotoxin 4 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Long neurotoxin 4 ,3FTx,Ophiophagus hannah ,Elapidae
BIR,sp|Q2VBP6|3L2X8_OPHHA Long neurotoxin LNTX8 OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Long neurotoxin LNTX8 ,3FTx,Ophiophagus hannah ,Elapidae
BIS,sp|Q2VBP3|3L23X_OPHHA Long neurotoxin LNTX37 OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Long neurotoxin LNTX37 ,3FTx,Ophiophagus hannah ,Elapidae
BIT,sp|Q2VBP8|3L2X1_OPHHA Long neurotoxin LNTX1 OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Long neurotoxin LNTX1 ,3FTx,Ophiophagus hannah ,Elapidae
BIU,sp|P0DQQ1|3L23_NAJME Long neurotoxin TxNM2 OS=Naja melanoleuca OX=8643 PE=1 SV=1,Long neurotoxin TxNM2 ,3FTx,Naja melanoleuca ,Elapidae
BIV,"Chmy_10 Chelonia mydas unplaced genomic scaffold, CheMyd_1.0 scaffold708, whole genome shotgun sequence",-,Ly-6,Chelonia mydas,Testudines
BIW,"Oran8 Ornithorhynchus anatinus isolate Pmale09 chromosome 4, mOrnAna1.pri.v4, whole genome shotgun sequence",-,Ly-6,Ornithorhynchus anatinus,Monotremata
BIX,sp|P01383|3L21_NAJME Long neurotoxin 1 OS=Naja melanoleuca OX=8643 PE=1 SV=1,Long neurotoxin 1 ,3FTx,Naja melanoleuca ,Elapidae
BIY,sp|P01382|3L21_NAJOX AlphaelapitoxinNno2a OS=Naja oxiana OX=8657 PE=1 SV=1,AlphaelapitoxinNno2a ,3FTx,Naja oxiana ,Elapidae
BIZ,sp|A6MFK4|3L21_DEMVE Long neurotoxin LNTX1 OS=Demansia vestigiata OX=412038 PE=1 SV=1,Long neurotoxin LNTX1 ,3FTx,Demansia vestigiata ,Elapidae
BJA,sp|A6MFK5|3L22_DEMVE Long neurotoxin LNTX2 OS=Demansia vestigiata OX=412038 PE=1 SV=1,Long neurotoxin LNTX2 ,3FTx,Demansia vestigiata ,Elapidae
BJB,sp|A8HDK4|3L21_TROCA Long neurotoxin 1 OS=Tropidechis carinatus OX=100989 PE=3 SV=1,Long neurotoxin 1 ,3FTx,Tropidechis carinatus ,Elapidae
BJC,sp|A8S6A8|3L21_AUSSU Long neurotoxin 1 OS=Austrelaps superbus OX=29156 PE=3 SV=1,Long neurotoxin 1 ,3FTx,Austrelaps superbus ,Elapidae
BJD,sp|F8J2E6|3L231_DRYCN Long neurotoxin 31 OS=Drysdalia coronoides OX=66186 PE=1 SV=1,Long neurotoxin 31 ,3FTx,Drysdalia coronoides ,Elapidae
BJE,sp|F8J2F2|3L220_DRYCN Long neurotoxin 20 OS=Drysdalia coronoides OX=66186 PE=1 SV=1,Long neurotoxin 20 ,3FTx,Drysdalia coronoides ,Elapidae
BJF,sp|P34073|3L2D_ACAAN AlphaelapitoxinAa2d OS=Acanthophis antarcticus OX=8605 PE=1 SV=1,AlphaelapitoxinAa2d ,3FTx,Acanthophis antarcticus ,Elapidae
BJG,sp|P01385|3L21_ACAAN AlphaelapitoxinAa2b OS=Acanthophis antarcticus OX=8605 PE=1 SV=1,AlphaelapitoxinAa2b ,3FTx,Acanthophis antarcticus ,Elapidae
BJH,"Chmy_11 Chelonia mydas unplaced genomic scaffold, CheMyd_1.0 scaffold708, whole genome shotgun sequence",-,Ly-6,Chelonia mydas,Testudines
BJI,sp|P0DKW9|3L22E_ACAAN AlphaelapitoxinAa2e OS=Acanthophis antarcticus OX=8605 PE=1 SV=1,AlphaelapitoxinAa2e ,3FTx,Acanthophis antarcticus ,Elapidae
BJJ,sp|F8J2E5|3L246_DRYCN Long neurotoxin 469 OS=Drysdalia coronoides OX=66186 PE=1 SV=1,Long neurotoxin 469 ,3FTx,Drysdalia coronoides ,Elapidae
BJK,sp|F8J2E1|3L273_DRYCN Long neurotoxin 73 OS=Drysdalia coronoides OX=66186 PE=1 SV=1,Long neurotoxin 73 ,3FTx,Drysdalia coronoides ,Elapidae
BJL,sp|C5ILC5|3L22A_OPHHA AlphaelapitoxinOh2a OS=Ophiophagus hannah OX=8665 PE=3 SV=1,AlphaelapitoxinOh2a ,3FTx,Ophiophagus hannah ,Elapidae
BJM,sp|P85140|3L2N3_BUNCA Alphabungarotoxin N3 OS=Bungarus candidus OX=92438 PE=1 SV=2,Alphabungarotoxin N3 ,3FTx,Bungarus candidus ,Elapidae
BJN,sp|P60615|3L21A_BUNMU Alphabungarotoxin OS=Bungarus multicinctus OX=8616 PE=1 SV=1,Alphabungarotoxin ,3FTx,Bungarus multicinctus ,Elapidae
BJO,sp|P60616|3L21V_BUNMU Alphabungarotoxin isoform V31 OS=Bungarus multicinctus OX=8616 PE=1 SV=1,Alphabungarotoxin isoform V31 ,3FTx,Bungarus multicinctus ,Elapidae
BJP,sp|F8J2B3|3L213_DRYCN Long neurotoxin 13 OS=Drysdalia coronoides OX=66186 PE=1 SV=1,Long neurotoxin 13 ,3FTx,Drysdalia coronoides ,Elapidae
BJQ,sp|F8J2D7|3L243_DRYCN Long neurotoxin 43 OS=Drysdalia coronoides OX=66186 PE=1 SV=1,Long neurotoxin 43 ,3FTx,Drysdalia coronoides ,Elapidae
BJR,sp|P01384|3L21_NOTSC AlphaelapitoxinNss2a OS=Notechis scutatus scutatus OX=70142 PE=1 SV=2,AlphaelapitoxinNss2a ,3FTx,Notechis scutatus scutatus ,Elapidae
BJS,"Nana_c3_dn_10 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
BJT,sp|B2BRQ6|3L22A_AUSLA AlphaelapitoxinAl2a OS=Austrelaps labialis OX=471292 PE=3 SV=1,AlphaelapitoxinAl2a ,3FTx,Austrelaps labialis ,Elapidae
BJU,sp|A8S6B0|3L22_AUSSU AlphaelapitoxinAs2a OS=Austrelaps superbus OX=29156 PE=3 SV=1,AlphaelapitoxinAs2a ,3FTx,Austrelaps superbus ,Elapidae
BJV,sp|B2BRQ5|3L21_AUSLA AlphaelapitoxinAl2b OS=Austrelaps labialis OX=471292 PE=1 SV=1,AlphaelapitoxinAl2b ,3FTx,Austrelaps labialis ,Elapidae
BJW,sp|F8J2E2|3L277_DRYCN Long neurotoxin 77 OS=Drysdalia coronoides OX=66186 PE=1 SV=1,Long neurotoxin 77 ,3FTx,Drysdalia coronoides ,Elapidae
BJX,sp|P84716|3SO3_CAURH Neurotoxinlike protein 1 OS=Causus rhombeatus OX=44735 PE=1 SV=1,Neurotoxinlike protein 1 ,3FTx,Causus rhombeatus ,Viperidae
BJY,sp|P0C554|3SO3_BUNFA Neurotoxin 3FTxRK OS=Bungarus fasciatus OX=8613 PE=1 SV=1,Neurotoxin 3FTxRK ,3FTx,Bungarus fasciatus ,Elapidae
BJZ,sp|Q9YGI8|3SO3_BUNMU Short neurotoxin homolog NTL4 OS=Bungarus multicinctus OX=8616 PE=3 SV=1,Short neurotoxin homolog NTL4 ,3FTx,Bungarus multicinctus ,Elapidae
BKA,sp|P83346|3SO3_BUNCA Bucain OS=Bungarus candidus OX=92438 PE=1 SV=1,Bucain ,3FTx,Bungarus candidus ,Elapidae
BKB,sp|A0A2P1BSS8|3SX4_MICMP Mipartoxin4 OS=Micrurus mipartitus OX=430902 PE=2 SV=1,Mipartoxin4 ,3FTx,Micrurus mipartitus ,Elapidae
BKC,sp|O12963|3NO56_BUNMU Long neurotoxin homolog TAbm16 OS=Bungarus multicinctus OX=8616 PE=3 SV=1,Long neurotoxin homolog TAbm16 ,3FTx,Bungarus multicinctus ,Elapidae
