mapped_id,organism,prot_type,toxin_class,gene_superfamily,pharmacological_family,cystein_framework,evidence,x_umap,y_umap,z_umap,x_pca,y_pca,z_pca,variance
P08003,Conus tulipa,Precursor,unclassified,NA,NA,NA,nucleic acid level,9.754825,8.233959,13.049463,-2.2498586,2.1830423,-0.7620524,
P08004,Conus tulipa,Precursor,conkunitzin,NA,NA,IX,nucleic acid level,3.9899948,12.791243,11.42512,1.528306,0.8825762,0.6463373,
P08005,Conus tulipa,Precursor,conotoxin,H superfamily,NA,VI/VII,nucleic acid level,9.133081,11.204623,10.570247,-0.46775973,0.32966945,1.0176321,
P08006,Conus tulipa,Precursor,conotoxin,S superfamily,NA,VIII,nucleic acid level,9.541181,11.788262,10.190757,-0.35833254,-0.2803413,0.55804867,
P08007,Conus tulipa,Precursor,conotoxin,NA,NA,IX,nucleic acid level,8.739313,10.8536215,10.460277,-0.6209744,0.17323583,0.59782106,
P08008,Conus tulipa,Precursor,conotoxin,NA,NA,IX,nucleic acid level,8.828491,10.936892,10.413153,-0.6181601,0.15277693,0.59093094,
P08009,Conus tulipa,Precursor,conotoxin,NA,NA,XXII,nucleic acid level,8.621582,11.061984,10.421397,-0.5916895,0.080539994,0.7566191,
P08010,Conus tulipa,Precursor,unclassified,NA,NA,NA,nucleic acid level,10.895743,8.0617695,9.875261,-0.8872768,-0.38043165,-0.21792439,
P08011,Conus tulipa,Precursor,unclassified,NA,NA,NA,nucleic acid level,10.702728,8.238645,9.4411955,-0.82336086,-0.42824408,-0.23353475,
P08012,Conus tulipa,Precursor,unclassified,NA,NA,NA,nucleic acid level,10.6236515,8.22715,9.493407,-0.82336086,-0.42824408,-0.23353475,
P08013,Conus tulipa,Precursor,unclassified,NA,NA,NA,nucleic acid level,10.603552,8.109248,9.2782135,-0.75102943,-0.47515583,-0.1970172,
P08014,Conus tulipa,Precursor,unclassified,NA,NA,NA,nucleic acid level,10.812999,8.027375,9.667474,-0.9171297,-0.33096987,-0.3559335,
P08015,Conus tulipa,Precursor,unclassified,NA,NA,NA,nucleic acid level,10.451418,8.183079,9.679462,-0.7145545,-0.18367758,-0.16653158,
P08057,Conus tulipa,Precursor,unclassified,O1 superfamily,NA,NA,nucleic acid level,9.940773,10.912362,6.385093,0.0015225179,-0.24816169,-0.5740234,
P08059,Conus tulipa,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,2.5926433,16.97609,11.26874,2.0078268,0.67794716,-0.40044037,
P08067,Conus tulipa,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,4.065249,17.808405,12.249245,1.7926779,0.3014568,-0.35463023,
P08073,Conus tulipa,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,7.847045,8.927959,8.08606,-0.44252813,-0.33895162,0.018755032,
P08114,Conus caracteristicus,Precursor,conotoxin,I3 superfamily,NA,VI/VII,nucleic acid level,7.9929953,13.03352,10.984357,-0.41295388,0.7227156,0.32328728,
P08122,Conus caracteristicus,Precursor,conotoxin,L superfamily,NA,XIV,nucleic acid level,8.802795,12.821563,8.192085,0.7996982,-0.3956742,-0.05692622,
P08124,Conus caracteristicus,Precursor,conotoxin,L superfamily,NA,XIV,nucleic acid level,8.7440605,9.788496,7.9228797,-0.32932794,-0.6277026,-0.09745,
P08126,Conus caracteristicus,Precursor,conotoxin,L superfamily,NA,XIV,nucleic acid level,8.195523,12.455695,8.918341,0.089347325,-0.26313245,0.30048555,
P08129,Conus caracteristicus,Precursor,conotoxin,L superfamily,NA,XIV,nucleic acid level,9.502862,9.867638,13.061439,-1.6671997,0.53742325,-0.62662864,
P08132,Conus caracteristicus,Precursor,conotoxin,M superfamily,NA,IV,nucleic acid level,9.959544,12.011936,7.418336,-0.18163446,-0.5127483,-0.14931354,
P08134,Conus caracteristicus,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,9.60223,11.476428,7.4541636,-0.27935654,-0.6222231,-0.048943162,
P08145,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,4.5337844,17.085003,11.790699,1.21281,0.28311172,-0.35376585,
P08160,Conus caracteristicus,Precursor,contryphan,NA,NA,NA,nucleic acid level,10.237446,9.239696,13.202453,-2.142713,0.80800444,-0.4970539,
P08184,Conus caracteristicus,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,9.753287,12.298675,5.818759,0.33075523,-0.8051565,-0.5078523,
P08187,Conus caracteristicus,Precursor,conotoxin,O2 superfamily,NA,VI/VII,nucleic acid level,6.9332876,15.177595,10.463041,1.2298725,0.34251004,0.29502448,
P08189,Conus caracteristicus,Precursor,conotoxin,O2 superfamily,NA,XV,nucleic acid level,6.4731126,15.156749,10.266545,1.393087,0.34214395,0.1160706,
P08192,Conus caracteristicus,Precursor,contryphan,NA,NA,NA,nucleic acid level,9.718022,8.333085,13.172901,-2.1170006,2.3358967,-0.9139784,
P08194,Conus caracteristicus,Precursor,contryphan,NA,NA,NA,nucleic acid level,10.314164,9.26948,12.887926,-2.04184,0.5820661,-0.4348836,
P08208,Conus generalis,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,9.39823,8.421502,8.861874,-0.8270045,-0.6163085,0.39529383,
P08210,Conus generalis,Precursor,conotoxin,D superfamily,NA,XX,nucleic acid level,9.456215,10.381505,13.698281,-1.3702,0.36839396,-0.1004641,
P08223,Conus generalis,Precursor,conotoxin,NA,NA,III,nucleic acid level,9.212097,11.601102,7.008163,0.01858922,-0.7431589,-0.0776068,
P08227,Conus generalis,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,2.5921297,16.463324,10.865479,2.0011828,1.0330015,-0.42742494,
P08229,Conus generalis,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,3.6260743,17.009235,10.756185,1.1260519,0.6220689,-0.37266004,
P08233,Conus generalis,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,2.6914475,16.861242,10.726528,1.7432271,0.9747307,-0.49428168,
P08235,Conus generalis,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,3.818882,17.767616,12.25424,1.7993872,0.5053829,-0.18065572,
P08256,Conus generalis,Precursor,conotoxin,NA,NA,V,nucleic acid level,9.973849,8.935835,7.2859507,-0.23075642,-0.7597524,0.12253549,
P08272,Conus quercinus,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,12.313188,12.616469,6.3072195,0.25357482,-0.5830017,-0.55897087,
P08284,Conus quercinus,Precursor,conotoxin,O2 superfamily,NA,VI/VII,nucleic acid level,6.9946585,15.039198,10.236233,1.0742923,0.2088804,0.18280827,
P08366,Conus textile,Precursor,conorfamide,NA,NA,NA,nucleic acid level,10.882457,7.8135376,9.965454,-0.96612996,0.0074093137,-0.49410325,
P08368,Conus textile,Precursor,conorfamide,NA,NA,NA,nucleic acid level,11.601343,8.032858,9.030262,-0.20759009,-0.7068079,-0.13155939,
P08373,Conus amadis,Precursor,contryphan,O2 superfamily,NA,NA,nucleic acid level,10.712858,8.385651,5.9419336,0.22047722,-0.93091935,-0.4459659,
P08375,Conus amadis,Precursor,conotoxin,T superfamily,NA,V,nucleic acid level,9.419336,9.85132,6.780545,-0.17227821,-0.666245,-0.25180763,
P08376,Conus amadis,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,12.061744,11.118944,5.925675,0.34548074,-0.7455815,-0.46342453,
P08377,Conus amadis,Precursor,conotoxin,T superfamily,NA,I,nucleic acid level,9.743913,10.325626,6.096192,0.025090372,-0.78429323,-0.46607178,
P08379,Conus amadis,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,11.788703,11.190897,6.1839204,0.07915673,-0.7658421,-0.37999022,
P08382,Conus amadis,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,8.005341,9.023856,8.249262,-0.62319666,-0.2969561,0.030631546,
P08386,Conus amadis,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,11.901891,11.565477,6.2694454,0.3045906,-0.71746206,-0.4660969,
P08388,Conus amadis,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,8.074756,9.103673,8.451006,-0.76789594,-0.11494603,-0.003478287,
P08392,Conus amadis,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,11.582422,12.234695,6.4450026,0.32699046,-0.47742242,-0.2665418,
P08394,Conus amadis,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,8.193071,9.088902,8.789661,-1.0663524,0.0351371,-0.24007174,
P08396,Conus amadis,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,9.354825,9.191527,10.093776,-1.2855507,-0.0082541425,0.20309658,
P08398,Conus amadis,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,2.0352476,17.924572,13.633452,2.420938,0.766882,-0.5263222,
P08400,Conus amadis,Precursor,conotoxin,NA,NA,VI/VII,nucleic acid level,9.117216,12.481676,10.021105,-0.1855099,1.1118914,0.13492747,
P08402,Conus amadis,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,4.670186,17.064688,11.874159,1.026941,0.15956491,-0.16879155,
P08404,Conus amadis,Precursor,conotoxin,NA,NA,XIV,nucleic acid level,10.162068,8.832693,13.360277,-2.251696,1.5186075,-0.7322773,
P08406,Conus amadis,Precursor,conotoxin,O2 superfamily,NA,VI/VII,nucleic acid level,6.893858,15.154685,10.210759,1.2148222,0.21196158,0.16560557,
P08408,Conus amadis,Precursor,conotoxin,NA,NA,VI/VII,nucleic acid level,7.1756444,13.863133,10.61622,0.5098048,0.82012385,0.70411193,
P08430,Conus litteratus,Precursor,conkunitzin,NA,NA,NA,nucleic acid level,4.2804656,12.742201,11.243479,0.8778075,0.89457166,0.8507817,
P08432,Conus litteratus,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.0071406,8.926853,10.48148,-0.45150703,0.55594605,0.8584996,
P08454,Conus ermineus,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,9.038155,9.085636,7.9256244,-0.19882011,-0.64763844,0.10510994,
P08459,Conus ermineus,Precursor,conotoxin,A superfamily,NA,NA,nucleic acid level,8.457949,9.126665,7.759169,-0.21730852,-0.47576833,0.30757973,
P08460,Conus ermineus,Precursor,conotoxin,T superfamily,NA,V,nucleic acid level,10.109068,11.558539,7.3691936,-0.2288922,-0.6867276,-0.24243551,
P08462,Conus ermineus,Precursor,conotoxin,T superfamily,NA,V,nucleic acid level,9.224733,10.277402,6.7691073,-0.06242793,-0.62060905,-0.016585207,
P08464,Conus ermineus,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.663212,7.753455,11.104695,-1.1473943,0.6600607,-0.25921676,
P08465,Conus ermineus,Precursor,conotoxin,O1 superfamily,NA,NA,nucleic acid level,2.5147154,17.002928,11.054004,1.9025937,0.8749537,-0.5095642,
P08466,Conus ermineus,Precursor,conotoxin,O1 superfamily,NA,NA,nucleic acid level,2.3277829,16.852446,11.060451,2.2437267,0.83282715,-0.46555272,
P08467,Conus ermineus,Precursor,conotoxin,O1 superfamily,NA,NA,nucleic acid level,3.713165,17.346956,12.084595,1.6893617,0.6275939,-0.3697323,
P08468,Conus ermineus,Precursor,conotoxin,A superfamily,NA,IV,nucleic acid level,9.327321,9.833144,10.112264,-1.0075692,-0.04341239,-0.055876087,
P08470,Conus ermineus,Precursor,conotoxin,NA,NA,I,nucleic acid level,9.363238,8.963988,7.055013,0.2599533,-0.59876966,-0.24929322,
P08472,Conus ermineus,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.645521,7.633376,10.632131,-1.0301282,-0.2182274,-0.2293344,
P08473,Conus ermineus,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.316365,10.30204,10.683003,-0.6824728,0.22450483,0.6930093,
P08475,Conus ermineus,Precursor,conkunitzin,NA,NA,NA,nucleic acid level,3.7116542,12.906553,11.680407,1.8092117,1.1036652,1.0095137,
P08476,Conus ermineus,Precursor,conkunitzin,NA,NA,NA,nucleic acid level,4.04963,12.652385,11.2942095,1.1367335,0.979748,0.47466773,
P08478,Conus ermineus,Precursor,conkunitzin,NA,NA,NA,nucleic acid level,10.461567,11.275345,9.51179,-0.15587905,0.4087086,0.15835933,
P08480,Conus ermineus,Precursor,conkunitzin,NA,NA,NA,nucleic acid level,4.924712,12.8705435,11.049583,0.7606186,0.4368407,0.8699269,
P08482,Conus ermineus,Precursor,conotoxin,D superfamily,NA,XX,nucleic acid level,9.870275,11.453989,13.171175,-0.92951655,-0.15484978,0.30284533,
P08484,Conus ermineus,Precursor,conotoxin,E superfamily,NA,XXII,nucleic acid level,7.9118314,12.351474,10.119705,-0.08758692,0.40930042,0.69596285,
P08489,Conus anabathrum,Precursor,conotoxin,R superfamily,NA,XIV,nucleic acid level,11.489247,9.320806,7.7801147,-0.094876125,-0.43002927,0.047844186,
P08490,Conus villepinii,Precursor,conotoxin,R superfamily,NA,XIV,nucleic acid level,11.655578,9.134022,7.7550435,-0.10797486,-0.49573165,-0.009978762,
P08491,Conus villepinii,Precursor,conotoxin,R superfamily,NA,XIV,nucleic acid level,11.572033,9.253082,7.7184467,-0.36577904,-0.39141023,0.12850405,
P08493,Conus villepinii,Precursor,conotoxin,R superfamily,NA,XIV,nucleic acid level,11.534486,9.3637,7.778973,-0.2784514,-0.43980798,0.03076229,
P08494,Conus villepinii,Precursor,conotoxin,R superfamily,NA,XIV,nucleic acid level,11.39853,9.320464,7.8269787,-0.39735913,-0.4035266,0.008455408,
P08496,Conus villepinii,Precursor,conotoxin,R superfamily,NA,XIV,nucleic acid level,11.3381,9.411659,7.879093,-0.3624114,-0.45975405,0.016351532,
P08532,Conus regius,Precursor,conotoxin,NA,NA,III,nucleic acid level,11.119146,11.603414,7.2741013,-0.05451652,-0.8525226,0.05963556,
P08535,Conus regius,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,10.114086,11.618441,6.6644106,-0.011400073,-0.65765786,-0.19217089,
P08537,Conus regius,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,12.816362,12.066006,6.158218,0.73381513,-0.8376309,-0.6767821,
P08539,Conus regius,Precursor,conotoxin,NA,NA,III,nucleic acid level,10.814012,11.797965,7.4952555,-0.06520868,-0.8279351,0.012572142,
P08542,Conus regius,Precursor,conotoxin,NA,NA,III,nucleic acid level,10.698128,11.370255,9.415545,-0.99162227,-0.27335843,-0.07273453,
P08545,Conus regius,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,10.289935,11.6337,6.3606105,0.08593618,-0.7153108,-0.27841538,
P08547,Conus regius,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,12.610575,12.046871,6.299927,0.78657705,-0.7612427,-0.5441205,
P08549,Conus regius,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,12.004817,11.648454,6.7431116,0.049856428,-0.76048076,-0.41789255,
P08551,Conus regius,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,11.750346,11.224915,6.314794,0.16109885,-0.8785453,-0.410848,
P08553,Conus regius,Precursor,conotoxin,NA,NA,III,nucleic acid level,10.855231,11.8908825,7.423113,-0.08911304,-0.7340186,0.06678331,
P08555,Conus regius,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,9.580656,11.536223,7.676756,-0.3941915,-0.338736,-0.04990395,
P08557,Conus regius,Precursor,conotoxin,NA,NA,III,nucleic acid level,9.750495,8.941671,12.369255,-1.895616,0.8811953,-0.2587118,
P08559,Conus regius,Precursor,conotoxin,NA,NA,III,nucleic acid level,9.811011,9.14756,12.167037,-1.6582519,0.8855349,0.05386557,
P08563,Conus regius,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,11.796848,11.839361,6.3278975,0.2806487,-0.82702625,-0.44918078,
P08565,Conus regius,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,10.987247,11.306745,6.698486,0.09210783,-0.78210205,-0.09515973,
P08569,Conus regius,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,10.658571,11.160834,6.736839,-0.25615716,-0.6566892,-0.18887427,
P08571,Conus regius,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,11.218767,11.481758,7.047333,-0.16235656,-0.6485273,-0.3262316,
P08575,Conus vexillum,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,8.978576,13.446418,9.698045,0.40785643,-0.028906351,0.42407212,
P08577,Conus varius,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,8.665559,12.900912,9.369567,-0.0052834656,-0.18575592,0.28782788,
P08581,Conus miliaris,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,8.967545,13.127915,9.672567,-0.04366476,-0.304604,0.34263334,
P08582,Conus ebraeus,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,8.972375,13.363071,9.493339,0.06339519,-0.17391855,0.31324106,
P08584,Conus ebraeus,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,9.121447,13.471836,9.470685,-0.020008778,-0.12816997,0.26995692,
P08586,Conus ebraeus,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,9.025278,13.296438,9.571008,0.0006543698,-0.2022437,0.32032445,
P08588,Conus ebraeus,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,9.097739,13.463103,9.529135,0.007620017,-0.10270912,0.22481161,
P08590,Conus miliaris,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,8.797221,12.8946495,9.61508,0.0027091154,-0.19981027,0.4443468,
P08592,Conus distans,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,8.588347,13.294181,9.373151,0.5092691,-0.30000934,0.5262516,
P08594,Conus distans,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,8.568058,13.202081,9.392795,0.5539025,-0.2918587,0.5241,
P08596,Conus planorbis,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,8.671268,13.443695,9.411012,0.3642786,-0.16866268,0.357651,
P08598,Conus flavidus,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,8.826293,13.388507,9.340403,0.5806685,-0.09862234,0.52657557,
P08600,Conus flavidus,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,8.711568,13.418721,9.4013815,0.49491367,-0.089273244,0.5329323,
P08602,Conus sanguinolentus,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,8.898444,13.179675,9.31211,0.050961673,-0.22297144,0.59040886,
P08604,Conus rattus,Precursor,conotoxin,G2 superfamily,NA,XXVII,nucleic acid level,8.598085,13.252231,9.725678,0.17936479,0.009799507,0.38164088,
P08679,Conus anabathrum,Precursor,conotoxin,R superfamily,NA,XIV,nucleic acid level,11.390531,9.351629,7.8467484,-0.19180268,-0.39846134,0.032800775,
P08682,Profundiconus cf. vaubani,Precursor,conotoxin,NA,NA,IX,nucleic acid level,8.745676,10.48444,9.98541,-0.5760079,-0.09312713,0.2819251,
P08684,Profundiconus neocaledonicus,Precursor,conotoxin,NA,NA,VI/VII,nucleic acid level,8.74214,10.56814,10.049258,-0.5609413,-0.19094433,0.4408894,
P08721,Conus imperialis,Precursor,conotoxin,A superfamily,NA,NA,nucleic acid level,9.005962,9.147005,9.398023,-1.0862982,-0.17930296,-0.082609914,
P08722,Conus imperialis,Precursor,conotoxin,A superfamily,NA,NA,nucleic acid level,8.359311,9.080522,9.030447,-1.288746,0.2678072,-0.4357287,
P08723,Conus imperialis,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,8.935694,9.141459,8.755988,-0.71304315,-0.5076019,-0.16341718,
P08725,Conus imperialis,Precursor,conotoxin,D superfamily,NA,XXVIII,nucleic acid level,8.990812,10.993879,11.987369,-0.9410533,0.15736142,0.183967,
P08727,Conus imperialis,Precursor,conotoxin,E superfamily,NA,XXII,nucleic acid level,8.405756,10.561291,10.628391,-0.9716868,0.44938198,0.8370711,
P08729,Conus imperialis,Precursor,conotoxin,I1 superfamily,NA,XI,nucleic acid level,7.4293575,14.453392,10.120529,0.7926974,0.119991794,0.33825365,
P08731,Conus imperialis,Precursor,conotoxin,I2 superfamily,NA,XI,nucleic acid level,8.676871,12.083486,9.968796,-0.024768881,-0.37552387,0.4872766,
P08733,Conus imperialis,Precursor,conotoxin,I2 superfamily,NA,XI,nucleic acid level,7.5813,14.275674,10.911863,0.86638767,0.2588557,0.5078865,
P08735,Conus imperialis,Precursor,conotoxin,K superfamily,NA,XXIII,nucleic acid level,8.692399,10.291013,10.604988,-0.8889621,0.18761249,0.5228838,
P08737,Conus imperialis,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,10.367153,10.628333,6.663363,-0.032680996,-0.76538324,-0.10019517,
P08739,Conus imperialis,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,12.872105,11.700248,6.3509054,0.4787198,-0.7582733,-0.61133987,
P08741,Conus imperialis,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,12.163125,12.361543,6.4356184,0.2881114,-0.7739665,-0.45664218,
P08743,Conus imperialis,Precursor,conotoxin,M superfamily,NA,IX,nucleic acid level,9.565761,11.498834,10.080663,-0.49803752,-0.10370993,0.18954283,
P08745,Conus imperialis,Precursor,conotoxin,N superfamily,NA,NA,nucleic acid level,8.916782,12.676506,9.590814,0.06454779,-0.33348957,0.43124023,
P08748,Conus imperialis,Precursor,conotoxin,O2 superfamily,NA,VI/VII,nucleic acid level,7.1744432,14.550682,10.419898,0.76423776,0.44095534,0.4513239,
P08749,Conus imperialis,Precursor,conotoxin,O2 superfamily,NA,VI/VII,nucleic acid level,6.768278,14.93614,10.4305315,1.080109,0.04690466,0.1680111,
P08751,Conus imperialis,Precursor,conotoxin,P superfamily,NA,IX,nucleic acid level,8.890547,11.951584,9.424938,-0.29081723,-0.2220333,0.389729,
P08753,Conus imperialis,Precursor,conotoxin,P superfamily,NA,IX,nucleic acid level,8.476602,12.6248865,9.131919,0.12845567,-0.1648547,0.29264873,
P08755,Conus imperialis,Precursor,conotoxin,P superfamily,NA,IX,nucleic acid level,8.416727,12.734009,8.895469,0.39409453,-0.4705924,0.2864588,
P08757,Conus imperialis,Precursor,conotoxin,T superfamily,NA,V,nucleic acid level,9.369111,9.771775,7.0729766,-0.3141732,-0.5861454,-0.07881088,
P08759,Conus imperialis,Precursor,conotoxin,NA,NA,XIV,nucleic acid level,7.930119,12.079013,10.28176,-0.21829279,0.35203412,0.8371897,
P08761,Conus imperialis,Precursor,conotoxin,NA,NA,NA,nucleic acid level,8.327141,12.464904,9.130666,0.030152114,-0.15822272,0.2666509,
P08763,Conus imperialis,Precursor,conotoxin,NA,NA,XX,nucleic acid level,9.620133,11.567921,12.688929,-0.74635303,-0.14201449,0.18060882,
P08765,Conus imperialis,Precursor,conotoxin,NA,NA,XXIII,nucleic acid level,10.052305,9.453481,6.9515843,0.14409891,-0.46738777,0.084255084,
P08767,Conus imperialis,Precursor,conotoxin,NA,NA,VI/VII,nucleic acid level,8.615039,11.874153,8.612064,-0.051441196,-0.25929838,0.12640792,
P08770,Conus imperialis,Precursor,conotoxin,S superfamily,NA,VIII,nucleic acid level,9.17872,12.591582,9.663762,0.03081047,-0.16562822,0.57258576,
P08772,Conus imperialis,Precursor,conotoxin,NA,NA,XIV,nucleic acid level,7.281151,14.89585,9.781366,1.0111095,0.1923754,0.088131785,
P08929,Conus monile,Precursor,unclassified,NA,NA,NA,nucleic acid level,1.323934,8.547103,13.159512,0.7699703,-0.16696173,0.7019976,
P08932,Conus miles,Precursor,unclassified,NA,NA,NA,nucleic acid level,0.84016013,8.409589,13.362031,1.5115554,0.18599425,0.533525,
P08933,Conus loroisii,Precursor,unclassified,NA,NA,NA,nucleic acid level,1.206151,8.616808,13.29308,1.2389374,0.11146561,0.7337368,
P08934,Conus loroisii,Precursor,unclassified,NA,NA,NA,nucleic acid level,1.0703062,8.470611,13.633084,1.4193347,0.1543272,0.6145403,
P08935,Conus lividus,Precursor,unclassified,NA,NA,NA,nucleic acid level,0.8816453,8.507725,13.546791,1.5501586,0.16080846,0.5449054,
P08936,Conus lividus,Precursor,unclassified,NA,NA,NA,nucleic acid level,1.2006665,8.438904,13.178336,0.9630829,-0.10253091,0.76267755,
P08937,Conus frigidus,Precursor,unclassified,NA,NA,NA,nucleic acid level,1.2133753,8.571902,13.234676,0.80593693,-0.0930362,0.9313347,
P08938,Conus ebraeus,Precursor,unclassified,NA,NA,NA,nucleic acid level,1.1960785,8.49872,13.450769,1.2737781,0.12850551,0.6357162,
P08939,Conus araneosus,Precursor,unclassified,NA,NA,NA,nucleic acid level,1.1494558,8.551152,13.343392,1.2710148,0.17167251,0.6792448,
P08942,Conus geographus,Precursor,conotoxin,S superfamily,NA,VIII,nucleic acid level,9.563587,11.990601,10.0840645,-0.3625447,-0.29990843,0.5624966,
P08955,Conus monile,Precursor,unclassified,NA,NA,NA,nucleic acid level,1.0490949,8.778361,13.291219,1.3553203,0.16550109,1.118226,
P08956,Conus monile,Precursor,unclassified,NA,NA,NA,nucleic acid level,0.8486793,8.422663,13.262155,1.5673432,0.16788433,0.5433963,
P08999,Conus princeps,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.979783,11.736312,13.367789,-0.64502007,-0.18886828,0.33844706,
P09039,Conus amadis,Precursor,conotoxin,O2 superfamily,NA,VI/VII,nucleic acid level,6.9228578,15.1423025,10.135303,1.0669305,0.3458221,0.11293576,
P09040,Conus amadis,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,4.113568,17.55305,12.394655,1.5715685,0.3838744,-0.29837814,
P09058,Conus chiangi ,Precursor,conotoxin,A superfamily,NA,NA,nucleic acid level,9.532289,8.736187,7.6374016,0.050076015,-0.96993804,-0.092357494,
P09060,Conus betulinus,Precursor,conotoxin,T superfamily,NA,V,nucleic acid level,9.49519,10.164213,6.8473577,-0.03867986,-0.6622615,-0.17817612,
P09061,Conus betulinus,Precursor,conotoxin,T superfamily,NA,V,nucleic acid level,9.719532,9.737763,6.263246,0.22858475,-0.84092593,-0.2166157,
P09063,Conus betulinus,Precursor,conotoxin,T superfamily,NA,V,nucleic acid level,9.557003,9.972439,6.598228,-0.10660603,-0.6399339,-0.16917475,
P09065,Conus betulinus,Precursor,conotoxin,A superfamily,NA,NA,nucleic acid level,9.456879,8.180448,7.4856505,-0.09133745,-0.8268291,0.017980108,
P09067,Conus betulinus,Precursor,conotoxin,A superfamily,NA,NA,nucleic acid level,7.875636,9.074211,7.9196687,0.1109242,-0.64360005,0.0119965365,
P09069,Conus betulinus,Precursor,conotoxin,A superfamily,NA,NA,nucleic acid level,9.598113,8.419462,8.192781,-0.28997695,-0.7443215,0.21239549,
P09102,Conus quercinus,Precursor,conotoxin,NA,NA,NA,nucleic acid level,3.7645211,12.685702,11.583789,2.272424,1.3986745,1.029889,
P09103,Conus quercinus,Precursor,conotoxin,NA,NA,NA,nucleic acid level,10.005148,8.75626,14.228313,-2.0123222,1.1416534,-1.1616672,
P09104,Conus quercinus,Precursor,elvenin,NA,NA,NA,nucleic acid level,11.200537,8.914805,8.226038,0.70634335,-0.4489067,-0.16131431,
P09106,Conus quercinus,Precursor,conotoxin,NA,NA,NA,nucleic acid level,8.7286,10.908313,9.724863,-0.29873675,-0.32750845,0.41080314,
P09108,Conus quercinus,Precursor,conotoxin,O2 superfamily,NA,NA,nucleic acid level,6.69255,15.5689745,10.01662,1.6172386,0.47746995,-0.13240097,
P09110,Conus quercinus,Precursor,conotoxin,O2 superfamily,NA,NA,nucleic acid level,6.70917,15.427334,10.21131,1.1999631,0.20806333,0.06518844,
P09112,Conus quercinus,Precursor,conotoxin,NA,NA,NA,nucleic acid level,9.776667,8.874043,14.23825,-1.796454,1.0082015,-0.83457613,
